Shift; Sign on; Sign off; Route; Direction; Variation; Trip; DestinationSign; Stop; RouteDescription; Departure Time; Arrival Time; Ends with runoff
W1127;0558;1434;0017;01;05;2371;096;;University Term Only;1335;Victoria University - Kelburn Parade  ;False;
W1127;0558;1434;0017;02;06;2364;099;;University Term Only;1350;Wellington Station (Stop D) ;False;
W1128;1405;2250;0008;01;01;2967;039;Wellington Station (Stop B} ;Brooklyn Library ;1455;1510;False;
W1128;1405;2250;0008;02;02;2976;044;;Brooklyn Library ;1525;1534;False;
W1128;1405;2250;0008;01;03;2973;039;Wellington Station (Stop B} ;Kowhai Park Terminus ;1555;1622;False;
W1128;1405;2250;0024;1;1;2625;157;;Kilbirnie Shops - Bay Road ;1642;1705;False;
W1128;1405;2250;0043;01;01;2779;182;;Courtenay Place  ;1835;1844;False;
W1128;1405;2250;0043;01;01;2779;185;;Wellington Station ;1910;1925;False;
W1128;1405;2250;0043;01;01;2799;181;;Courtenay Place  ;2025;2044;False;
W1128;1405;2250;0043;01;01;2799;185;;Wellington Station ;2110;2125;False;
W1128;1405;2250;0043;01;01;2795;182;;Kilbirnie Shops-Rongotai Rd  ;2225;2235;False;
W1129;0550;1501;0007;02;02;0442;034;;Brooklyn Shops - Cleveland Street ;0650;0656;False;
W1129;0550;1501;0007;01;01;0445;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0715;0737;False;
W1129;0550;1501;0007;02;02;0448;034;;Brooklyn Shops - Cleveland Street ;0742;0750;False;
W1129;0550;1501;0002;01;01;0221;016;Wellington Station (Stop A) ;Miramar Terminus  ;0820;0901;False;
W1129;0550;1501;0002;02;02;0234;014;Wellington Station (Stop D) ;Miramar Terminus  ;0906;0949;True;
W1129;0550;1501;0001;01;01;0055;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1116;1155;False;
W1129;0550;1501;0001;02;02;0062;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1205;1244;False;
W1129;0550;1501;0001;01;01;0073;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1252;1331;False;
W1129;0550;1501;0001;02;02;0078;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1341;1420;True;
W1130;1433;2308;0014;01;21;1631;089;;Kilbirnie Shops-Rongotai Rd  ;1518;1520;False;
W1130;1433;2308;0014;02;22;1606;095;;Wadestown Shops  ;1620;1628;False;
W1130;1433;2308;0001;02;02;0126;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1840;1910;False;
W1130;1433;2308;0001;01;01;0151;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1915;1947;False;
W1130;1433;2308;0001;02;02;0140;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1955;2025;False;
W1130;1433;2308;0002;01;01;0325;016;Wellington Station (Stop A) ;Miramar Terminus  ;2035;2111;False;
W1130;1433;2308;0002;02;02;0320;014;Wellington Station (Stop D) ;Miramar Terminus  ;2115;2153;False;
W1130;1433;2308;0002;01;01;0331;016;Wellington Station (Stop A) ;Miramar Terminus  ;2205;2241;False;
W1130;1433;2308;0002;02;06;0326;018;;Kilbirnie Shops-Rongotai Rd  ;2245;2255;True;
W1131;0601;1501;0005;02;02;0350;027;;Wellington Station ;0630;0651;False;
W1131;0601;1501;0017;02;04;2270;102;;Victoria University - Kelburn Parade  ;0710;0724;False;
W1131;0601;1501;0021;02;10;3106;117;;Lambton Quay - District Court ;0755;0815;False;
W1131;0601;1501;0021;02;10;3106;116;;Farnham Street - Vogeltown Terminus ;0840;0845;False;
W1131;0601;1501;0001;01;01;0049;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1040;1119;False;
W1131;0601;1501;0001;02;02;0056;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1129;1208;False;
W1131;0601;1501;0001;01;01;0065;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1216;1252;False;
W1131;0601;1501;0001;02;02;0072;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1305;1341;False;
W1131;0601;1501;0001;01;01;0083;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1352;1431;False;
W1132;1425;2305;0689;01;01;9118;689;;-Display School Signs- ;1515;-Roll Destination Sign Show 89 Wrights Hill or 89;False;
W1132;1425;2305;0006;01;01;0407;032;Wellington Station (Stop A) ;Lyall Bay - Hungerford Road ;1645;1722;True;
W1132;1425;2305;0002;01;01;0307;016;;Miramar Terminus  ;1835;1852;False;
W1132;1425;2305;0002;02;02;0306;014;Wellington Station (Stop D) ;Miramar Terminus  ;1855;1933;False;
W1132;1425;2305;0001;01;01;0155;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1940;2012;False;
W1132;1425;2305;0001;02;02;0142;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2015;2045;False;
W1132;1425;2305;0001;01;01;0161;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2110;2142;False;
W1132;1425;2305;0001;02;02;0148;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2145;2215;False;
W1132;1425;2305;0002;01;03;339;018;Wellington Station (Stop A) ;This trip operates MONAY to THURSDAY only, on;2220;Fridays do route 1 FRIDAY ONLY trip;False;
W1132;1425;2305;0001;01;01;0179;004;Wellington Station (Stop A) ;THIS TRIP OPERATES FRIDAY NIGHT ONLY;2255;Island Bay - Terminus ;False;
W1133;0556;1454;0001;02;02;0008;002;Wellington Station (Stop D) ;Island Bay - Terminus ;0636;0702;False;
W1133;0556;1454;0007;01;01;0443;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0707;0729;False;
W1133;0556;1454;0007;02;02;0446;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0732;0802;False;
W1133;0556;1454;0007;01;01;0453;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0808;0834;False;
W1133;0556;1454;0007;02;02;0462;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0837;0907;True;
W1133;0556;1454;0003;01;01;1030;067;;Lyall Bay - Hungerford Road ;1040;1046;False;
W1133;0556;1454;0003;02;02;1107;064;;Courtenay Place  ;1055;1121;False;
W1133;0556;1454;0003;01;01;1054;067;;Lambton Quay - District Court ;1155;1213;False;
W1133;0556;1454;0003;02;02;1057;064;;Courtenay Place  ;1255;1321;False;
W1133;0556;1454;0003;01;01;1078;067;;Lambton Quay - District Court ;1355;1411;False;
W1134;1437;2322;0753;01;01;9144;753;;-Display School Signs- ;1525;-Roll Destination Signs Show 53 RAILWAY STN- ;False;
W1134;1437;2322;0005;01;01;0367;028;Wellington Station (Stop A) ;Hataitai Terminal ;1600;1628;False;
W1134;1437;2322;0005;01;01;0367;027;;Wellington Station ;1628;1657;False;
W1134;1437;2322;0004;01;01;2931;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1705;1733;False;
W1134;1437;2322;0043;01;01;2783;182;;Courtenay Place  ;1925;1944;False;
W1134;1437;2322;0043;01;01;2783;185;;Wellington Station ;2010;2025;False;
W1134;1437;2322;0043;01;01;2791;181;;Courtenay Place  ;2125;2144;False;
W1134;1437;2322;0043;01;01;2791;185;;Wellington Station ;2210;2224;False;
W1135;0602;1458;0044;01;14;2743;193;;Khandallah Village  ;0635;0650;False;
W1135;0602;1458;0044;01;14;2743;201;;Wellington Station ;0655;0711;False;
W1135;0602;1458;0044;01;01;1764;193;;Do not carry Kilbirnie school pupils between;0755;Strathmore and Kilbirnie (ACCEPT Holy Cross;False;
W1135;0602;1458;0044;01;01;1764;201;;Wellington Station ;0900;0914;False;
W1135;0602;1458;0018;01;01;1373;388;;Massey University - Wallace Street  ;1124;1135;False;
W1135;0602;1458;0018;02;02;1366;389;;Victoria University - Kelburn Parade  ;1207;1224;False;
W1135;0602;1458;0018;01;01;1381;388;;Massey University - Wallace Street  ;1305;1328;False;
W1135;0602;1458;0018;02;02;2420;389;;Victoria University - Kelburn Parade  ;1407;1424;False;
W1136;1438;2318;0659;02;02;9107;659;;-Display School Signs- ;1505;-Courtenay Place- ;False;
W1136;1438;2318;0023;01;07;1460;137;;Houghton Bay - The Esplanade ;1525;1550;False;
W1136;1438;2318;0011;02;02;0888;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1610;1655;False;
W1136;1438;2318;0011;01;03;0893;056;Wellington Station (Stop B} ;Kilbirnie Shops - Rongotai Road  ;1700;1728;True;
W1136;1438;2318;0011;02;02;0904;053;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1835;1906;False;
W1136;1438;2318;0011;01;01;0911;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1915;1952;False;
W1136;1438;2318;0011;02;02;0910;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1955;2033;False;
W1136;1438;2318;0011;01;01;0917;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2045;2122;False;
W1136;1438;2318;0011;02;02;0916;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;2125;2203;False;
W1136;1438;2318;0011;01;01;0923;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2215;2252;False;
W1136;1438;2318;0011;02;06;0922;057;;Kilbirnie Shops - Rongotai Road  ;2255;2305;True;
W1137;0548;1445;0007;02;02;0440;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0630;0650;False;
W1137;0548;1445;0020;02;04;2460;112;;Do not go via Railway Station;0705;Lambton Quay - District Court ;False;
W1137;0548;1445;0020;01;01;2465;113;;Courtenay Place  ;0750;0800;False;
W1137;0548;1445;0020;02;06;2466;109;;Do not go via Railway Station ;0835;from Courtenay Place continues to Kilbirnie via;False;
W1137;0548;1445;0024;02;02;2616;149;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1030;1101;False;
W1137;0548;1445;0024;01;01;2613;157;;Kilbirnie Shops - Bay Road ;1120;1143;False;
W1137;0548;1445;0024;02;02;2620;149;;Kilbirnie Shops - Rongotai Road  ;1210;1230;False;
W1137;0548;1445;0024;01;01;2617;157;;Kilbirnie Shops - Bay Road ;1320;1343;False;
W1137;0548;1445;0024;02;02;2624;149;;Kilbirnie Shops - Rongotai Road  ;1410;1430;False;
W1138;1415;2338;0045;02;06;9446;205;;-Display School Signs--Show Khandallah-Via Burma;1500;Rd, Station Rd, Agra Cres left into Nicholson St,;False;
W1138;1415;2338;0014;01;07;2295;088;;Wilton Terminus - Wilton Road ;1552;1622;False;
W1138;1415;2338;0014;01;09;2300;094;Wellington Station (Stop C) ;Hataitai Terminal ;1650;1717;False;
W1138;1415;2338;0001;02;02;0130;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1900;1930;False;
W1138;1415;2338;0002;01;01;0319;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1935;2011;False;
W1138;1415;2338;0002;02;02;0314;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;2015;2053;False;
W1138;1415;2338;0002;01;01;0327;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2105;2141;False;
W1138;1415;2338;0002;02;02;0322;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;2145;2223;False;
W1138;1415;2338;0002;01;01;0333;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;2235;2311;False;
W1138;1415;2338;0002;02;06;0328;018;;Kilbirnie Shops - Rongotai Road  ;2315;2325;True;
W1139;0656;1556;0031;02;02;3044;176;;If traffic in Cobham Dr is congested, travel via;0720;Rongotai Rd and Kilbirnie Cres then back on;False;
W1139;0656;1556;0783;02;02;9043;783;;-Display School Signs- ;0805;-Roll Destination Sign Show 83 Strathmore- ;False;
W1139;0656;1556;0030;02;08;3016;172;;SCHOOL DAYS ONLY - from Moa Point normal route to;0835;Hector St travel past Seatoun Terminus turn right;False;
W1139;0656;1556;0017;01;05;2361;096;;University Term Only;1130;Victoria University - Kelburn Parade  ;False;
W1139;0656;1556;0014;01;03;1201;090;;Molesworth St ;1203;1216;False;
W1139;0656;1556;0014;02;04;1202;091;;Courtenay Place  ;1223;1238;False;
W1139;0656;1556;0014;01;03;1205;090;;Molesworth St ;1248;1259;False;
W1139;0656;1556;0014;02;04;1206;091;;Courtenay Place  ;1303;1318;False;
W1139;0656;1556;0014;01;03;1209;090;;Molesworth St ;1328;1340;False;
W1139;0656;1556;0014;02;04;1210;091;;Courtenay Place  ;1343;1358;False;
W1139;0656;1556;0014;01;03;1213;090;;Molesworth St ;1408;1420;False;
W1139;0656;1556;0031;01;01;3041;177;;Miramar North - Park Road  ;1430;1507;True;
W1140;1435;2348;0004;01;03;9401;024;;Starts from Wellington South Intermediate. ;1505;School Days Only. ;False;
W1140;1435;2348;0003;01;05;2233;072;;Karori Mall - Karori Road  ;1538;1606;False;
W1140;1435;2348;0003;02;06;2242;061;;Wellington Station ;1633;1648;False;
W1140;1435;2348;0003;01;13;1116;074;;Kilbirnie Shops-Rongotai Rd  ;1707;1742;True;
W1140;1435;2348;0007;01;01;0539;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1910;1930;False;
W1140;1435;2348;0007;02;02;0538;034;;Brooklyn Shops - Cleveland Street ;1933;1940;False;
W1140;1435;2348;0007;01;01;0545;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;2003;2023;False;
W1140;1435;2348;0007;02;02;0544;034;;Brooklyn Shops - Cleveland Street ;2026;2033;False;
W1140;1435;2348;0007;01;01;0549;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;2103;2123;False;
W1140;1435;2348;0007;02;02;0548;034;;Brooklyn Shops - Cleveland Street ;2126;2133;False;
W1140;1435;2348;0011;01;01;0925;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;2245;2322;False;
W1140;1435;2348;0011;02;06;0924;057;;Kilbirnie Shops-Rongotai Rd  ;2325;2335;True;
W1141;0557;1456;0009;02;02;0592;042;Wellington Station (Stop D) ;Aro Street Terminus ;0650;0706;False;
W1141;0557;1456;0001;01;01;0015;004;Wellington Station (Stop A) ;Island Bay - Terminus ;0712;0744;False;
W1141;0557;1456;0001;02;02;0020;002;;Adult Fare Only;0748;Wellington Station (Stop D) ;False;
W1141;0557;1456;0011;02;02;0836;053;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1010;1043;False;
W1141;0557;1456;0002;01;01;0241;016;Wellington Station (Stop A) ;Miramar Terminus  ;1053;1133;False;
W1141;0557;1456;0002;02;02;0254;014;Wellington Station (Stop D) ;Miramar Terminus  ;1136;1219;False;
W1141;0557;1456;0011;01;01;0855;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1230;1310;False;
W1141;0557;1456;0011;02;02;0864;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1313;1356;False;
W1141;0557;1456;0011;01;01;0869;055;Wellington Station (Stop B} ;Kilbirnie Shops-Rongotai Rd  ;1415;1441;False;
W1142;1445;2351;0654;01;01;9217;654;;-Display School Signs- ;1510;-Roll Destination Signs Show - 54 ISLAND BAY- ;False;
W1142;1445;2351;0014;01;21;1633;089;;Kilbirnie Shops-Rongotai Rd  ;1548;1550;False;
W1142;1445;2351;0014;02;22;1638;095;;Wadestown Shops  ;1650;1658;False;
W1142;1445;2351;0002;02;02;0304;014;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1845;1910;False;
W1142;1445;2351;0002;01;01;0317;016;Wellington Station (Stop A) ;Miramar Terminus  ;1915;1951;False;
W1142;1445;2351;0002;02;02;0312;014;Wellington Station (Stop D) ;Miramar Terminus  ;1955;2033;False;
W1142;1445;2351;0001;01;01;0159;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2040;2112;False;
W1142;1445;2351;0001;02;02;0146;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2115;2145;False;
W1142;1445;2351;0001;01;01;0165;004;Wellington Station (Stop A) ;Island Bay - Terminus ;2210;2242;False;
W1142;1445;2351;0001;02;02;0152;002;Wellington Station (Stop D) ;Island Bay - Terminus ;2245;2315;False;
W1142;1445;2351;0002;01;03;0337;018;Wellington Station (Stop A) ;Kilbirnie Shops - Bay Road ;2320;2338;True;
W1143;0607;1503;0007;01;01;0441;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0647;0707;False;
W1143;0607;1503;0007;02;02;0444;034;;Brooklyn Shops - Cleveland Street ;0710;0716;False;
W1143;0607;1503;0007;01;01;0449;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0743;0809;False;
W1143;0607;1503;0007;02;02;0458;034;;Brooklyn Shops - Cleveland Street ;0812;0820;False;
W1143;0607;1503;0009;01;01;0609;043;Wellington Station (Stop B} ;Aro Street Terminus ;0850;0907;False;
W1143;0607;1503;0009;02;02;0606;042;Wellington Station (Stop D) ;Aro Street Terminus ;0910;0926;False;
W1143;0607;1503;0009;01;01;0613;043;Wellington Station (Stop B} ;Aro Street Terminus ;0945;1004;False;
W1143;0607;1503;0009;02;02;0610;042;Wellington Station (Stop D) ;Aro Street Terminus ;1010;1026;False;
W1143;0607;1503;0011;01;01;0853;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1215;1255;False;
W1143;0607;1503;0011;02;02;0862;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1258;1341;False;
W1143;0607;1503;0002;01;01;0265;016;Wellington Station (Stop A) ;Miramar Terminus  ;1353;1433;False;
W1143;0607;1503;0002;02;02;0278;014;;Kilbirnie Shops-Rongotai Rd  ;1436;1448;False;
W1144;1500;0037;0010;02;02;0738;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1530;1607;False;
W1144;1500;0037;0010;01;01;0731;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1612;1644;False;
W1144;1500;0037;0010;02;02;0744;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1650;1725;False;
W1144;1500;0037;0001;01;01;0127;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1730;1810;False;
W1144;1500;0037;0001;02;02;0122;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1815;1845;False;
W1144;1500;0037;0007;01;01;0537;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1850;1910;False;
W1144;1500;0037;0007;02;02;0536;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1913;1933;True;
W1144;1500;0037;0003;02;02;1141;064;;Courtenay Place  ;2054;2108;False;
W1144;1500;0037;0003;01;01;1150;067;;Lambton Quay - District Court ;2150;2204;False;
W1144;1500;0037;0003;02;02;1149;064;;Courtenay Place  ;2250;2308;False;
W1144;1500;0037;0003;02;10;1158;074;;Lambton Quay - District Court ;2350;0002;False;
W1145;0635;1540;0022;02;04;1423;123;;Wellington Station ;0705;0740;False;
W1145;0635;1540;0684;02;02;9074;684;;-Display School Signs- ;0750;-Roll Destination Sign Show 84 Johnsville- ;False;
W1145;0635;1540;0640;02;02;9070;640;;-Display School Signs- ;0830;-Roll Destination Sign Show 40 Wilton- ;False;
W1145;0635;1540;0017;01;05;2357;096;Wellington Station (Stop V) ;University Term Only;1055;Victoria University - Kelburn Parade  ;False;
W1145;0635;1540;0017;02;06;2354;099;;University Term Only;1115;Wellington Station (Stop D) ;False;
W1145;0635;1540;0017;01;05;1317;096;Wellington Station (Stop V) ;Victoria University - Kelburn Parade  ;1135;1145;False;
W1145;0635;1540;0017;02;06;1318;099;Wellington Station (Stop D) ;Victoria University - Kelburn Parade  ;1205;1215;False;
W1145;0635;1540;0017;01;05;2365;096;Wellington Station (Stop V) ;University Term Only;1220;Victoria University - Kelburn Parade  ;False;
W1145;0635;1540;0017;02;06;2360;099;;University Term Only;1240;Wellington Station (Stop D) ;False;
W1145;0635;1540;0017;01;05;2369;096;Wellington Station (Stop V) ;University Term Only;1255;Victoria University - Kelburn Parade  ;False;
W1145;0635;1540;0017;02;06;2362;099;;University Term Only;1325;Wellington Station (Stop D) ;False;
W1145;0635;1540;0017;01;05;2373;096;Wellington Station (Stop V) ;University Term Only;1340;Victoria University - Kelburn Parade  ;False;
W1145;0635;1540;0017;01;05;2375;096;Wellington Station (Stop V) ;University Term Only;1405;Victoria University - Kelburn Parade  ;False;
W1145;0635;1540;0017;02;06;2366;099;;University Term Only;1430;Wellington Station (Stop D) ;False;
W1145;0635;1540;0014;02;22;2318;095;;Courtenay Place  ;1450;1454;False;
W1146;1450;2337;0716;01;01;9136;716;;-Display School Signs- ;1515;-Roll Destination Signs Show-16 SEATOUN- ;False;
W1146;1450;2337;0046;01;01;2831;208;;Wellington Station ;1610;1622;False;
W1146;1450;2337;0031;01;01;3051;177;;Miramar North - Park Road  ;1705;1742;True;
W1146;1450;2337;0014;01;21;2317;089;;Kilbirnie Shops-Rongotai Rd  ;1858;1900;False;
W1146;1450;2337;0014;02;02;2308;094;;Wadestown Shops  ;1945;1953;False;
W1146;1450;2337;0014;01;01;2323;089;;Hataitai Shops ;2030;2035;False;
W1146;1450;2337;0014;02;02;2312;094;;Wadestown Shops  ;2115;2123;False;
W1146;1450;2337;0014;01;01;2329;089;;Hataitai Shops ;2200;2205;False;
W1146;1450;2337;0014;02;02;2314;094;;Wadestown Shops  ;2245;2253;False;
W1147;0608;1507;0010;02;02;0700;048;Wellington Station (Stop D) ;Newtown Park Zoo ;0640;0702;False;
W1147;0608;1507;0009;01;01;0617;043;Wellington Station (Stop B} ;Aro Street Terminus ;0710;0724;False;
W1147;0608;1507;0009;02;02;0596;042;Wellington Station (Stop D) ;Aro Street Terminus ;0730;0746;False;
W1147;0608;1507;0009;01;01;0603;043;Wellington Station (Stop B} ;Aro Street Terminus ;0750;0807;False;
W1147;0608;1507;0009;02;02;0600;042;Wellington Station (Stop D) ;Aro Street Terminus ;0810;0826;False;
W1147;0608;1507;0009;01;01;0607;043;Wellington Station (Stop B} ;Aro Street Terminus ;0830;0847;False;
W1147;0608;1507;0009;02;02;0604;042;Wellington Station (Stop D) ;Aro Street Terminus ;0850;0906;False;
